;previous_5_turn;question;next_5_turn
411;"

tr- euh d'une technicité assez élevée

hm hm

mais nos besoins ne sont pas tels que nous ayons à former des grandes quantités de personnes chaque année
et c'est ce qui a fait la euh que la régie a se se s'est séparée de cette école

et l'a remise euh à l'Education Nationale

qui a dans cette école forme quand même 

un effectif assez important cinquante soixante élèves par an ce qui est quand même important
et nous n'avons pas besoin en fait de cinquante à soixante personnes par an
parmi les professions
parmi des des professions de

oui

technique enfin c'est une école qui au départ était Renault
";c'est possible ou non ?;"
c'est-à-dire que
oh il est toujours

il est toujours possible à un ouvrier de se perfectionner

oui c'est ça
de de compléter sa

ses connaissances
il peut le faire par différentes euh voies

il euh il existe euh

des centres de formation professionnelle

à l'extérieur de l'usine

et nous donnons aux ouvriers la possibilité
d'assister à des cours

oui
"
412;"
les cours

suivre
oui


ou à des travaux pratiques

ce qui leur permet de

de s'améliorer de d'améliorer leurs connaissances

il existe aussi à Orléans un centre associé au conservatoire des arts et métiers
qui permettrait en fait à terme de euh

d'arriver au niveau d'ingénieur

tout ça dépend du courage des gens euh

et de leur bonne volonté à vouloir

oui

ses connaissances
il peut le faire par différentes euh voies

il euh il existe euh

des centres de formation professionnelle

à l'extérieur de l'usine

et nous donnons aux ouvriers la possibilité
d'assister à des cours
";est-ce que c'est le cas ici ?;"
oui oh comme toute usine euh
euh Renault s'intéresse au logement d'abord en participant comme tous les industriels français

à

le

à la taxe des un pour cent sur les salaires
qui sont obligatoirement reversés sur le logement
mais ce que fait aussi Renault et

et qui permet beau- à beaucoup d'ouvriers d'atteindre euh

d'êt- d'a- d'arriver à la propriété d'une maison

euh nous prêtons

à des taux
imbattables sur le marché français
nous prêtons de l'argent pour permettre à l'accession à la propriété

hm hm


beaucoup de nos ouvriers euh

nous font une demande de prêt

et ma foi en fonction de ces des des qualités et puis des des possibilités de remboursement
ma foi eh bien
on peut dire que

à




cent pour cent on leur prête l'argent qu'ils demandent

c'est la forme euh
possible en France donc les un pour cent et d'autre part les prêts que la régie fait


oui c'est très bien
très bien
oui

euh

les vos moyens ou vos
vos besoins de communication maintenant avec euh
le la direction centrale de Renault

quels sont les modes de communication ?

euh sur le plan pratique sur le
"
413;"

beaucoup de nos ouvriers euh

nous font une demande de prêt

et ma foi en fonction de ces des des qualités et puis des des possibilités de remboursement
ma foi eh bien
on peut dire que

à




cent pour cent on leur prête l'argent qu'ils demandent

c'est la forme euh
possible en France donc les un pour cent et d'autre part les prêts que la régie fait


hm hm

oui oh comme toute usine euh
euh Renault s'intéresse au logement d'abord en participant comme tous les industriels français

à

le

à la taxe des un pour cent sur les salaires
qui sont obligatoirement reversés sur le logement
mais ce que fait aussi Renault et

et qui permet beau- à beaucoup d'ouvriers d'atteindre euh

d'êt- d'a- d'arriver à la propriété d'une maison

euh nous prêtons

à des taux
imbattables sur le marché français
nous prêtons de l'argent pour permettre à l'accession à la propriété

oui
oui
vous euh et

à certains endroits je crois aussi que
enfin j'ai entendu dire que Renault allait s'intéresser au logement de ses ouvriers
est-ce que c'est le cas ici ?

les cours
";quels sont les modes de communication ?;"
euh sur le plan pratique sur le

plan matériel
sur le plan pra-

oui c'est ça oui

le téléphone

oui
et cela suffit ?
"
414;"
le téléphone

oui c'est ça oui

plan matériel
sur le plan pra-

euh sur le plan pratique sur le

oui c'est très bien
très bien
oui

euh

les vos moyens ou vos
vos besoins de communication maintenant avec euh
le la direction centrale de Renault

quels sont les modes de communication ?
";et cela suffit ?;"
le téléphone ou alors euh

nous aurons dans quelques jours si les PTT veulent bien nous le brancher

un téléscripteur

enfin
ah oui

un crible

ou système
oui
"
415;"
mais euh les deux moyens euh enfin le moyen pratique c'est le téléphone

hm pour l'information rapide

et ou alors le courrier le courrier qui est amené soit par les PTT c'est-à-dire par euh

l'extérieur soit par le camion qui fait le la liaison chaque jour avec Billancourt

nous n'avons pas d'autres moyens de liaison

outre euh le t- les deux moyens que je viens euh de citer le téléphone ou
ou le camion nous n'avons pas d'autres moyens

hm hm ah oui

le

le télex

hm
";est-ce que euh vous z- qu'est-ce qu'on dit est-ce euh est-ce qu'on dit objectifs de production les ?;"
la quantité
objectifs oui 

oui

les objectifs de production sont fixés
oui c'est les objectifs

par Paris

et non pas par
les objectifs
"
416;"
les objectifs nous sont fixés par Paris par euh par Billancourt

oui

et comme ces pièces sont faites dans les différentes usines de la régie

euh

faut que toutes les usines fabriquent le même nombre de pièces
nécessaires à la sortie de la voiture

bien sûr

euh

 nous sommes extrêmement liés parce que

quand on construit une voiture euh il faut que on ait toutes les pièces nécessaires à faire une voiture
";est-ce qu'il vous reste quand même une initiative ?;"
oui il nous reste quand même beaucoup d'initiatives

oui

car euh à l'intérieur d'un programme

c'est-à-dire une quantité de véhicules à fabriquer dans une année

nous avons la possibilité de fabriquer ces voitures par différents moyens

et surtout avec euh

surtout au niveau des usines décentralisées

avec

un effectif différent

quand je

quand je dis effectif c'est le nombre de personnes euh dans l'usine
et

le cadre étant fixé le la direction générale nous fixe un cadre

et nous avons toute liberté à l'intérieur de ce cadre d'agir comme nous voulons

euh

soit sur euh l'embauche embaucher plus ou moins de personnes
soit sur la paye même sur le les salaires
à l'intérieur d'un cadre là encore nous pouvons évoluer
évidemment le cadre est peut-être restreint dans certains

dans certains cas mais enfin nous avons toute possibilité de le faire
mais nous avons un objectif qui nous est fixé
un budget qui nous est fixé
et à l'intérieur de cela ben ma foi nous sommes li- nous sommes libres

hm hm


c'est un degré de liberté relativement faible
"
417;"

c'est un degré de liberté relativement faible

hm hm

car euh à l'intérieur d'un programme

c'est-à-dire une quantité de véhicules à fabriquer dans une année

nous avons la possibilité de fabriquer ces voitures par différents moyens

et surtout avec euh

surtout au niveau des usines décentralisées

avec

un effectif différent

quand je

quand je dis effectif c'est le nombre de personnes euh dans l'usine
et

le cadre étant fixé le la direction générale nous fixe un cadre

et nous avons toute liberté à l'intérieur de ce cadre d'agir comme nous voulons

euh

soit sur euh l'embauche embaucher plus ou moins de personnes
soit sur la paye même sur le les salaires
à l'intérieur d'un cadre là encore nous pouvons évoluer
évidemment le cadre est peut-être restreint dans certains

dans certains cas mais enfin nous avons toute possibilité de le faire
mais nous avons un objectif qui nous est fixé
un budget qui nous est fixé
et à l'intérieur de cela ben ma foi nous sommes li- nous sommes libres

oui

oui il nous reste quand même beaucoup d'initiatives
";pour vous personnellement est-ce à Orléans ou Paris ?;"
ah moi pour le le centre d'activité pour moi est à Orléans

oui

c'est vraiment le euh

c'est vraiment
à Orléans que se passent que se trouvent les problèmes


ah oui

non les é- là c'est

c'est au niveau de l'usine de locale
je sais pas on pourrait parler pour le pour l'usine du Mans de la même façon
mais c'est au niveau de l'usine
sur le plan local que vraiment se trouvent les problèmes
"
418;"
non les é- là c'est

c'est au niveau de l'usine de locale
je sais pas on pourrait parler pour le pour l'usine du Mans de la même façon
mais c'est au niveau de l'usine
sur le plan local que vraiment se trouvent les problèmes

ah oui

c'est vraiment le euh

c'est vraiment
à Orléans que se passent que se trouvent les problèmes


oui

ah moi pour le le centre d'activité pour moi est à Orléans
";peut-être de décider le nombre de services qu'il vous faut ici ?;"
oui

oui


oui j'ai toute liberté à l'intérieur de à l'intérieur de ce cadre qui nous est fixé si vous voulez
nous avons un million de voitures à faire sur une année

euh
le budget de l'usine d'Orléans représente un certain nombre de milliards de francs

hm hm

et à l'intérieur de ce budget
j'ai la totale liberté de faire ce que je veux
"
419;"
et à l'intérieur de ce budget
j'ai la totale liberté de faire ce que je veux

hm hm


oui j'ai toute liberté à l'intérieur de à l'intérieur de ce cadre qui nous est fixé si vous voulez
nous avons un million de voitures à faire sur une année

euh
le budget de l'usine d'Orléans représente un certain nombre de milliards de francs

oui

oui
";de quelle manière une organisation du type Renault diffère d'une organisation indépendante ou d'entreprise libre ?;"




euh

il y a absolument aucune différence

non ?

entre euh
une usine comme Renault et une usine comme Peugeot
à la différence près c'est que seul le président directeur général

est

chez Renault nommé par les ministres tu- les ministres de tutelle
et chez Peugeot il est désigné par les actionnaires

mais autrement toutes les structures sont semblables
"
420;"
il y a absolument aucune différence

euh





ah oui
ah oui je comprends maintenant oui
oui
est-ce que
euh

pour la prochaine question euh
évidemment
mon optique est assez différente d'une optique française c'est-à-dire que en Angleterre nous n'avons pas d'exemple d'une industrie
nationalisée de ce type

une industrie de fabrication
directe il y a la sidérurgie qui vient d'être nationalisée mais c'est autre chose
alors on se demande toujours

de quelle manière une organisation du type Renault diffère d'une organisation indépendante ou d'entreprise libre ?

et à l'intérieur de ce budget
j'ai la totale liberté de faire ce que je veux
";non ?;"
entre euh
une usine comme Renault et une usine comme Peugeot
à la différence près c'est que seul le président directeur général

est

chez Renault nommé par les ministres tu- les ministres de tutelle
et chez Peugeot il est désigné par les actionnaires

mais autrement toutes les structures sont semblables

ah oui


la régie
 est est une us- une entreprise comp-
qui se place
 sur 
 un marché très compétitif où on
où le la lutte est très serrée

nous n'avons absolument aucun point commun avec la SNCF les PTT ou

ou le l'électricité

de France
hm hm

non
"
421;"
sur
absolument pas

l'administration euh

nationale l'administration

gouvernementale ne pèse pas

l'usine Renault

a un PDG un président

c'est monsieur Dreyfus qui lui est nommé par le ministre

le président du conseil d'administration

qui a donc la responsabilité suprême de l'entreprise

mais

tout le reste est absolument semblable à une entreprise privée
absolument

non

de France
hm hm
";sur l'organisation ?;"
non absolument pas

alors c'est c'est pour vous comme si vous étiez
directeur général d'une ?

de chez Peugeot

ou chez Peugeot
chez Peugeot

chez Simca euh chez Citroën euh
ou n'importe quelle entreprise française y a absolument aucune différence avec les entreprises euh de euh françaises
"
422;"
non absolument pas


sur l'organisation ?

sur
absolument pas

l'administration euh

nationale l'administration

gouvernementale ne pèse pas

l'usine Renault

a un PDG un président

c'est monsieur Dreyfus qui lui est nommé par le ministre

le président du conseil d'administration

qui a donc la responsabilité suprême de l'entreprise

mais

tout le reste est absolument semblable à une entreprise privée
absolument
";directeur général d'une ?;"
de chez Peugeot

ou chez Peugeot
chez Peugeot

chez Simca euh chez Citroën euh
ou n'importe quelle entreprise française y a absolument aucune différence avec les entreprises euh de euh françaises

hm hm


le statut euh le statut a été défini en quarante-cinq par euh

une loi
signée enfin une loi un décret qui a été signé par le général de Gaulle

qui nationalisait la régie
on a nommé à ce moment-là
comme euh

directeur président directeur général
monsieur Pierre Lefaucheux
mais hormis ça

nous n'avons absolument avec l'administration aucun lien

vraiment aucun

je ne co-

je ne connais pas sur le plan local euh
aucune tutelle aucun
problème une euh avec la préfecture par exemple au fond le
le représentant de l'Etat étant le le préfet

il n'a absolument rien à voir dans notre entreprise
"
