;previous_5_turn;question;next_5_turn
46;"


hm hm

les bourses accordées tout ça euh permettent de poursuivre les études

ça diminue quand mème ça

seulement on n'enlèvera pas leur patrimoine familial qui est passé de père en fils ça y'a pas de doute


hm hm



bien justement par le fait euh

des études que les jeunes peuvent faire mème euh

mème n'é- n'étant pas fortunés voyez vous
";vos enfants monsieur qu'est-ce qu'ils font ?;"

et bien j'ai un fils qui

qui est employé de banque

hm hm


celui qui n'a pas voulu continuer après son brevet

hm hm


et puis ma fille passe son BAC cette année
"
47;"
mh mh


et puis ma fille passe son BAC cette année

hm hm


celui qui n'a pas voulu continuer après son brevet

hm hm

";fasse autre chose ?;"

c'est lui qui a voulu s'arrèter ça lui plaà®t d'ètre de de travailler dans une banque et 
il continue d'ailleurs à  étudier

pour euh obtenir des brevets son brevet professionnel il a déjà  eu son certificat de 
d'aptitude professionnelle maintenant il travaille pour son brevet professionnel

il a décidé de faire sa carrière là  ma foi

hm hm

vous m'avez raconté une journée de votre travail

mais avec qui parlez-vous
au cours de votre travail ?


ah là  euh

je parle avec beaucoup de monde 
 ça c'est difficile à  vous expliquer

hm hm

"
48;"
hm hm

vous m'avez raconté une journée de votre travail


c'est lui qui a voulu s'arrèter ça lui plaà®t d'ètre de de travailler dans une banque et 
il continue d'ailleurs à  étudier

pour euh obtenir des brevets son brevet professionnel il a déjà  eu son certificat de 
d'aptitude professionnelle maintenant il travaille pour son brevet professionnel

il a décidé de faire sa carrière là  ma foi

et est-ce que vous aimeriez qui de toute façon votre fils
fasse autre chose ?

mh mh


et puis ma fille passe son BAC cette année
";au cours de votre travail ?;"

ah là  euh

je parle avec beaucoup de monde 
 ça c'est difficile à  vous expliquer

hm hm


et et de quoi est-ce que vous parlez en général ?


ah euh dans les les conversations autres que le service par exemple oh 
euh on parle un petit un petit peu de tout de famille de pèche de

de de chasse
enfin je suis pas chasseur mais enfin j'ai 
y'a beaucoup de chasseurs dans le pays alors je suis bien obligé de d'écouter leurs histoires de chasse

hm hm

"
49;"
hm hm



ah là  euh

je parle avec beaucoup de monde 
 ça c'est difficile à  vous expliquer

mais avec qui parlez-vous
au cours de votre travail ?

hm hm

vous m'avez raconté une journée de votre travail


c'est lui qui a voulu s'arrèter ça lui plaà®t d'ètre de de travailler dans une banque et 
il continue d'ailleurs à  étudier

pour euh obtenir des brevets son brevet professionnel il a déjà  eu son certificat de 
d'aptitude professionnelle maintenant il travaille pour son brevet professionnel

il a décidé de faire sa carrière là  ma foi
";et et de quoi est-ce que vous parlez en général ?;"

ah euh dans les les conversations autres que le service par exemple oh 
euh on parle un petit un petit peu de tout de famille de pèche de

de de chasse
enfin je suis pas chasseur mais enfin j'ai 
y'a beaucoup de chasseurs dans le pays alors je suis bien obligé de d'écouter leurs histoires de chasse

hm hm


et puis bon enfin de toute sorte de chose de bricolage de papier peint de peinture de enfin de 

ce 
hm

qu'on fait quoi euh

"
50;"
qu'on fait quoi euh


ce 
hm

et puis bon enfin de toute sorte de chose de bricolage de papier peint de peinture de enfin de 

hm hm



ah euh dans les les conversations autres que le service par exemple oh 
euh on parle un petit un petit peu de tout de famille de pèche de

de de chasse
enfin je suis pas chasseur mais enfin j'ai 
y'a beaucoup de chasseurs dans le pays alors je suis bien obligé de d'écouter leurs histoires de chasse
";et ètes-vous satisfait de vos conditions de travail ?;"

ça pourrait ètre meilleur

ça pourrait ètre meilleur mais enfin y'a pas tellement à  se plaindre quoi


et qu'est-ce que vous aimeriez voir changer ?


le

les horaires

les horaires de travail

parce que ça fait trente-deux ans que je me lève à  quatre heures du matin hein ?
alors






et pour madame aussi ça c'est
seulement c'est difficile
"
51;"

ça pourrait ètre meilleur

ça pourrait ètre meilleur mais enfin y'a pas tellement à  se plaindre quoi


et ètes-vous satisfait de vos conditions de travail ?

qu'on fait quoi euh


ce 
hm

et puis bon enfin de toute sorte de chose de bricolage de papier peint de peinture de enfin de 
";et qu'est-ce que vous aimeriez voir changer ?;"

le

les horaires

les horaires de travail

parce que ça fait trente-deux ans que je me lève à  quatre heures du matin hein ?
alors






et pour madame aussi ça c'est
seulement c'est difficile

hm hm

seulement ça c'est difficile surtout dans le métier de postier
"
52;"
et qu'est-ce que vous aimeriez voir changer ?


ça pourrait ètre meilleur

ça pourrait ètre meilleur mais enfin y'a pas tellement à  se plaindre quoi


et ètes-vous satisfait de vos conditions de travail ?

qu'on fait quoi euh


ce 
hm
";parce que ça fait trente-deux ans que je me lève à  quatre heures du matin hein ?;"





et pour madame aussi ça c'est
seulement c'est difficile

hm hm

seulement ça c'est difficile surtout dans le métier de postier

hm hm

"
53;"
hm hm


seulement ça c'est difficile surtout dans le métier de postier

hm hm

et pour madame aussi ça c'est
seulement c'est difficile





";est-ce que vous vous avez déjà  fait grève ?;"

ah oui

quand ?


à  de à  chaque fois

à  chaque fois

et comment ça a com- commencé ?

savez vous ?
"
54;"

ah oui

est-ce que vous vous avez déjà  fait grève ?

hm hm


seulement ça c'est difficile surtout dans le métier de postier

hm hm
";quand ?;"

à  de à  chaque fois

à  chaque fois

et comment ça a com- commencé ?

savez vous ?

comme j'ai commencé à  faire grève ?

hm hm

hm hm

"
55;"
à  chaque fois


à  de à  chaque fois

quand ?


ah oui

est-ce que vous vous avez déjà  fait grève ?
";et comment ça a com- commencé ?;"
comme j'ai commencé à  faire grève ?

hm hm

hm hm




ah

ça ça ça remonte à  très loin ça

ah bon mais est-ce que vous pouvez me raconter ce qui s'est passé 
quand quand vous avez fait grève ?
"
56;"
à  chaque fois


à  de à  chaque fois

quand ?


ah oui

est-ce que vous vous avez déjà  fait grève ?
";savez vous ?;"
comme j'ai commencé à  faire grève ?

hm hm

hm hm




ah

ça ça ça remonte à  très loin ça

ah bon mais est-ce que vous pouvez me raconter ce qui s'est passé 
quand quand vous avez fait grève ?
"
57;"
et comment ça a com- commencé ?

savez vous ?

à  chaque fois


à  de à  chaque fois

quand ?


ah oui
";comme j'ai commencé à  faire grève ?;"
hm hm

hm hm




ah

ça ça ça remonte à  très loin ça

ah bon mais est-ce que vous pouvez me raconter ce qui s'est passé 
quand quand vous avez fait grève ?


ah eh bien

euh nous avions une réunion
une réunion syndicale euh tous les matins

"
58;"
ça ça ça remonte à  très loin ça



ah

hm hm

hm hm


comme j'ai commencé à  faire grève ?

et comment ça a com- commencé ?

savez vous ?
";quand quand vous avez fait grève ?;"

ah eh bien

euh nous avions une réunion
une réunion syndicale euh tous les matins


hm hm


pour avoir les nouvelles de ce qui se passait évidemment euh dans les discussions euh avec le gouvernement


et vous avez obtenu satisfaction ?


oui quand mème pour cette fois-là 

pas pas entièrement mais

y'a toujours des promesses en suspens

"
59;"
pour avoir les nouvelles de ce qui se passait évidemment euh dans les discussions euh avec le gouvernement


hm hm



ah eh bien

euh nous avions une réunion
une réunion syndicale euh tous les matins


ah bon mais est-ce que vous pouvez me raconter ce qui s'est passé 
quand quand vous avez fait grève ?

ça ça ça remonte à  très loin ça
";et vous avez obtenu satisfaction ?;"

oui quand mème pour cette fois-là 

pas pas entièrement mais

y'a toujours des promesses en suspens


hm hm


vous savez y'avait quand mème eu on a quand mème eu un

un résultat


quel est votre syndicat ?


Force Ouvrière

"
60;"
vous savez y'avait quand mème eu on a quand mème eu un

un résultat


hm hm



oui quand mème pour cette fois-là 

pas pas entièrement mais

y'a toujours des promesses en suspens


et vous avez obtenu satisfaction ?

pour avoir les nouvelles de ce qui se passait évidemment euh dans les discussions euh avec le gouvernement

";quel est votre syndicat ?;"

Force Ouvrière


est-ce que vous ètes actif ?

dans votre syndicat ?


oui maintenant oui


pourquoi ?


parce que j'ai été élu par les camarades
"
61;"

Force Ouvrière


quel est votre syndicat ?

vous savez y'avait quand mème eu on a quand mème eu un

un résultat


hm hm



oui quand mème pour cette fois-là 

pas pas entièrement mais

y'a toujours des promesses en suspens

";est-ce que vous ètes actif ?;"

oui maintenant oui


pourquoi ?


parce que j'ai été élu par les camarades

hm hm

et

après trente
trente-deux ans

comment c'est se passé 
 on vous ètes élu par vos camarades

qu'est ce qu'ils désirent de vous ?


ah ben comme représentant du personnel quoi
"
62;"

Force Ouvrière


quel est votre syndicat ?

vous savez y'avait quand mème eu on a quand mème eu un

un résultat


hm hm



oui quand mème pour cette fois-là 

pas pas entièrement mais

y'a toujours des promesses en suspens

";dans votre syndicat ?;"

oui maintenant oui


pourquoi ?


parce que j'ai été élu par les camarades

hm hm

et

après trente
trente-deux ans

comment c'est se passé 
 on vous ètes élu par vos camarades

qu'est ce qu'ils désirent de vous ?


ah ben comme représentant du personnel quoi
"
63;"

oui maintenant oui


est-ce que vous ètes actif ?

dans votre syndicat ?


Force Ouvrière


quel est votre syndicat ?

vous savez y'avait quand mème eu on a quand mème eu un

un résultat

";pourquoi ?;"

parce que j'ai été élu par les camarades

hm hm

et

après trente
trente-deux ans

comment c'est se passé 
 on vous ètes élu par vos camarades

qu'est ce qu'ils désirent de vous ?


ah ben comme représentant du personnel quoi

hm hm

ben quand y'a des discussions euh

à  avoir avec dans les commissions par exemple
"
64;"

parce que j'ai été élu par les camarades

pourquoi ?


oui maintenant oui


est-ce que vous ètes actif ?

dans votre syndicat ?


Force Ouvrière

";qu'est ce qu'ils désirent de vous ?;"
ah ben comme représentant du personnel quoi

hm hm

ben quand y'a des discussions euh

à  avoir avec dans les commissions par exemple

hm hm

et qu'est-ce qu'il faut faire comme représentant ?


bien lorsqu'y a
ça dépend euh

lorsqu'y a des euh une commission d'avancement par exemple euh

euh si
si y'a euh

un un cas flagrant oà¹

oà¹
oà¹ un
un collègue par exemple est

est injustement
mal noté
alors à  ce moment-là  on intervient en sa faveur

"
65;"
ben quand y'a des discussions euh

à  avoir avec dans les commissions par exemple

hm hm

ah ben comme représentant du personnel quoi

hm hm

et

après trente
trente-deux ans

comment c'est se passé 
 on vous ètes élu par vos camarades

qu'est ce qu'ils désirent de vous ?



parce que j'ai été élu par les camarades
";et qu'est-ce qu'il faut faire comme représentant ?;"

bien lorsqu'y a
ça dépend euh

lorsqu'y a des euh une commission d'avancement par exemple euh

euh si
si y'a euh

un un cas flagrant oà¹

oà¹
oà¹ un
un collègue par exemple est

est injustement
mal noté
alors à  ce moment-là  on intervient en sa faveur


hm hm


ben une sorte de

c'est pas un tribunal si vous voulez mais enfin c'est c'est
c'est la défense quoi en somme des

hm hm

vous avez

beaucoup de cas comme ça ?


ah non

non en général euh y'a très peu de réclamations alors

en général y'a pas

"
