;previous_sentence;question
773;"
si on peut peut-être remonter à un peu dans dans le temps

euh le le département du Loiret est un département qui est loin d'avoir

euh enfin qui vient de retrouver sa population maximum

mais qui l'a qui a longtemps euh été au-dessous du chiffre maximum

qui avait été atteint

vers la fin du dix-neuvième siècle

parce que étant à proximité de la région parisienne étant une région où euh il y avait pas mal de vignobles

euh c'est une région qui a beaucoup fourni de main-d'oeuvre à la région parisienne

euh dans la phase de développement industriel de la région parisienne et qui s'est beaucoup dépeuplée
euh j'ai

je vois des communes qui ont eu jusqu'à

euh cinq ou six mille habitants 
cinq mille habitants à la fin 
plus de cinq mille habitants à la fin 
je pense à Beaugency en particulier qui est à quelques vingt-cinq kilomètres d'Orléans

qui a eu plus de cinq mille habitants à la fin du dix-neuvième siècle 
et qui n'a retrouvé ce chiffre-là après être descendu à trois mille

deux cents

qui n'a retrouvé ce chiffre-là

que depuis sept ou huit ans

";n'est-ce pas ?
774;"
hm
";n'est-ce pas ?
775;"
et alors euh donc ça a permis un

point de vue démographique

un un renouveau
et ça a sans doute aussi contribué au fait que

i-
l'écart entre les salaires d'Orléans 

et de la région parisienne est beaucoup moins important
qu'il ne l'est avec des départements qui sont tout proches enfin
je disais tout à l'heure que le Loiret devait se situer au vingt-cinq ou vingt-sixième rang des départements
comme moyenne des salaires

l'Indre qui est à quelques cent kilomètres plus bas
se situe au quatre-vingts et quelques
";quatre-vingt-cinquième rang n'est-ce pas ?
776;"
hm hm
";n'est-ce pas ?
777;"
de ce problème
hm hm


";n'est-ce pas ?
778;"
hm

";n'est-ce pas ? on a partagé l'université entre Orléans et Tours ce qui est pas forcément une mauvaise formule
779;"
il se pose les mêmes problèmes entre Metz et Nancy

et si on voulait réduire le nombre des régions il se poserait les mêmes problèmes entre Rennes et Nantes
";n'est-ce pas ?
780;"
hm
";n'est-ce pas ? si on vraiment on donnait une
781;"
alors 


s- s- si ça ne veut pas dire que le développement d'Orléans soit très différent dans un cas ou dans l'autre
c'est pas forcé

sur le plan économique

";mais vous qu'est-ce que vous préférez ?
782;"
il reste quatre-vingt-quatre hectares

";lesquels il faut les n'est-ce pas ? hein ?
783;"
et vous croy- et vous trouvez quand même que ça pose des problèmes alors euh quel genre de 

quel genre de problèmes euh

";ce recrutement ?
784;"
pas de
hm


";vous croyez ? 
785;"
vous croyez ? 
c'est possible euh c'est pas sûr
";non ?
786;"
c'est pas sûr
pourqu-
";oui ?
787;"
habiter à la Source
ah bon
";pour quelles raisons ?
788;"
ça devrait être extrêmement intéressant

";est-ce qu'il peut y avoir en même temps un intérêt culturel à Orléans n'est-ce pas ?
789;"
hm hm
hein
";n'est-ce pas ?
790;"
hein
c'est là qu'est la grosse divergence

"; par là euh ?
791;"
incontestablement
hm hm


";n'est-ce pas ?
792;"
hm hm

";des moyens de connaissance euh plus développés n'est-ce pas ?
793;"
oui
";n'est-ce pas ?
794;"
bon alors je vais 

";hein ?
795;"
bon alors je vais 

";si l'enfant ne vit pas avec ses parents où vit-il ? votre enfant dispose-t-il d'une chambre à lui tout seul ? voyez-vous ?
796;"
bon alors je vais 

";d'un endroit pour jouer s'occupe-t-il tout seul ? avec qui partage-t-il sa chambre ?
797;"
bon alors je vais 

";quand il est libre quelles sont ses occupations préférées ? la maison les jeux le dessin le bricolage ou dehors que fait-il ?
798;"
hm hm
";hein ? votre enfant dispose-t-il d'une chambre à lui ?
799;"
hm hm
";on vous dit votre enfant est-il tranquille ou vif ?
800;"
pardon monsieur
";dans la bonne voie ?
801;"
pardon monsieur
";ne suis-je pas en train de commettre une erreur ?
802;"
hm

";on doit lui donner qu'à l- qu'au début du deuxième trimestre c'est-à-dire à la rentrée de janvier pourquoi ?
803;"
ah oui mais c'est très intéressant ça oui vraiment je ne savais pas

euh

les détails
je savais que ça existait mais je savais pas euh
comment on s'en servait
je veux dire et et c'est

c'est vous qui avez décidé
donc
de ne rendre euh
";le dossier aux maîtres ?
804;"
personnellement
";a- apprennent à s'en servir ?
805;"
et est-ce que
les maîtres
a- apprennent à s'en servir ?
";facilement ?
806;"
peu d'utilité
non
";euh v- vous croyez qu'ils le remplissent quand même ?
807;"
oui
";voyez-vous ?
808;"
hm hm
telles 
";vous comprenez ?
809;"
oui oui
";vous comprenez ?
810;"
et honnêtement
euh je dirais que je serai partial
hein je risque d'être partial
vous comprenez ?
alors que je crois qu'il faut pas dénaturer les propos

euh quelle est votre première 
";question ?
811;"
et la première question c'était jusqu'à quel point est-ce qu'on sentait que la capitale
pour vous c'était Alger

";de leur vie ?
812;"
euh de quel 
ben on av-
";genre était ces contacts ?
813;"
oui
oui
";voyez-vous ?
814;"
c'est exact
hm hm
";voyez-vous ?
815;"
hm hm
";voyez-vous ?
816;"
oui
";voyez-vous ?
817;"
oui
";comprenez ?
818;"
ah oui
";voyez-vous ?
819;"
ma grand-mère est de Cluses
donc
savoyarde
mais la Savoie était était rattachée à l'Italie
avant qu'elle soit rattachée à la France
en échange du comté de de Nice
alors ma grand-mère s'est mariée avec un Italien
et mon grand-père venait d'Espagne

et dans mon f- dans la famille de ma femme
nous avons des Suisses
des Suisses
ben ces Suisses-là
ce n'était pas des Suisses autochtones c'était des des gens qui venaient de la France au moment de la révocation de l'édit de Nantes
qui avaient quitté la France au moment de la révocation de l'édit de Nantes
et qui ont retrouvé
moyen de retrouver
euh droit de cité si vous voulez
en venant
en Algérie
vous aviez des villages entièrement suisses vous aviez des villages entièrement alsaciens

";ne peut pas être très bien posée j'avais demandé quel était le rôle des Français envers les musulmans ?
820;"
c'est
oui 
";alors c'est ce qui m'arrive et ben à votre deuxième question quels étaient mes contacts avec la population ?
821;"
hm hm
";comprenez ?
822;"
comprenez les contacts étaient
étaient fréquents très très très fréquents
";est-ce que tout le monde parlait arabe ?
823;"
hm
";voyez-vous ?
824;"
euh
vous sentez-vous
";plus près d'un d'un centre culturel ?
825;"
oui ici à
";Orléans ?
826;"
hm hm
";y a-t-il beaucoup de Français qui parlaient l'arabe ?
827;"
oui
";comprenez ?
828;"
hm
alors
";voyez-vous ?
829;"
oui
oui oui
";donc voyez-vous cette question de langues hein ?
830;"
hm
";hein ?
831;"
anglais

qui a son économie
qui a sa politique intérieure
qui a ses chefs politiques intérieurs et qui

cependant 
reste rattaché

à une métropole 

je pense

je pense que euh
ça aurait pu être

seulement il aurait fallu bien avant les événements bien avant les événements historiques que euh dont vous voulez parler

je crois qu'on aurait pu 

";vous croyez que les deux communautés pourraient vivre non seulement en symbiose mais en osmose peut-être ?
832;"
non non pas spécialement
";non ?
833;"
ils pourraient faire de l'italien aussi s'ils voulaient donc vous voyez ça s- c'est ça s-
";mais en même temps les musulmans faisaient toutes faisaient toutes leurs études en français n'est-ce pas ou est-ce que j'ai tort ?
834;"
non c'est pas malhabile
parce que
";non seulement disons que c'est plutôt moi hein ? qui ai eu le qui avais mauvais esprit de voir quelque chose de de euh 
835;"
non mademoiselle c'est pas malhabile pas du tout non non c'est pas malhabile
non seulement disons que c'est plutôt moi hein ? qui ai eu le qui avais mauvais esprit de voir quelque chose de de euh 
";de perfide là-dedans ?
836;"
hm hm
";c'est donc c'était la dernière solution hein ?
837;"


";euh vous ne me dérangez que si c'est vraiment urgent hein ? merci
838;"
remarquez monsieur NPERS que 
les interruptions

sont aussi très intéressantes à notre point de vue
";ah bon ?
839;"
mais enfin il vaut mieux que
avant que pas du tout
pour vos examens vous aurez au moins le

le langage de

d'un manager fatigué

";vous l'envisagez quelle est la différence ?
840;"
la fatigue
oui


";eh bien ne peut-on pas prendre les points concrets de la vie pratique de chaque jour pour réaliser la même chose ?
841;"
d- sur la participation

et
en somme

ça cela consistait à dire plutôt que d'essayer de discuter à perdre haleine sur ces problèmes en essayant de remettre en cause le monde entier

eh bien ne peut-on pas prendre les points concrets de la vie pratique de chaque jour pour réaliser la même chose ?
en se tenant pas à pas à des réalités très pragmatiques

";de hiérarchie que de but ?
842;"
c'est ça
";sur la participation par exemple ?
843;"
oui

vous ne voyez pas euh la nécessité
quand même
de garder une certaine hiérarchie dans des discussions
euh
sur la participation par exemple ?
";attendez qu'est-ce que vous entendez par m- une certaine hiérarchie ?
844;"
attendez qu'est-ce que vous entendez par m- une certaine hiérarchie ?
";qu'un ouvrier ?
845;"
oui

";c'est-à-dire qu'est-ce que c'est qu'un cadre ? c'est un
846;"
et prenne la décision

";est-ce que vous croyez que la discussion est possible et valable ?
847;"
et euh
est-ce que
dans des réunions entre des joueurs d'orchestre euh
joueurs de 

différents instruments
euh c'est-à-dire entre employés de différents niveaux dans une entreprise
est-ce que vous croyez que la discussion est possible et valable ?

une vraie discussion
";n'est-ce pas ?
848;"
n'est-ce pas ?
alors je pense que


";alors ça comment est-ce qu'on peut y parvenir ? c'est une affaire de très longue haleine j'ai
849;"
travail à un autre niveau à une hiéra- une d'une hiérarchie beaucoup plus élevée
mais en fait
ils ne sont la plupart du temps pas plus au courant de

de l'ensemble des activités de l'entreprise que l'ouvrier qui travaille dans une chaîne par rapport à l'objet fabriqué

alors faudrait d'abord commencer ça c'est très difficile 
c'est très ça demande beaucoup de temps

";oui vous avez commencé à réaliser cela ici à aux Galeries ?
850;"
mais ce qui est plus grave c'est qu'en général je ne pense pas que les chefs d'entreprise soient
convaincus de
la vraie utilité de cette chose

";qu'à la longue les intérêts des patrons et des ouvriers sont les mêmes dans une entreprise ?
851;"
non
ils sont pas les mêmes bien sûr et il est bon qu'ils ne soient pas les mêmes
parce que justement vous euh
la participation ne doit pas enlever la cont- euh le le pouvoir de contestation

il il faut qu'il y ait une contestation je suppose même que c'est une des choses qui peuvent faire avancer et

bien des choses dans l'entreprise
";ce que cela renferme ce terme contestation ?
852;"
on l'entend

";qu'est-ce que vous entendez par là ?
853;"
maintenant je me souviens très bien
ah oui


";des m- comment dirais-je ?
854;"
bon

ça c'est très courant
donc vous supposez que par exemple que vous avez une petite rivière et une usine

et que cette usine pour fabriquer ce qu'elle fabrique a besoin d'eau
elle prend de l'eau dans la rivière et elle le rejette une fois qu'elle a fait sa fabrication

si
par

malheur
elle pollue

l'eau de cette rivière et que les poissons crèvent

l'article treize cent quatre-vingt-deux s'applique 
et c'est le la direction de cette usine l'entreprise doit verser des dommages et intérêts pour la

ce qu'elle a causé

supposez au contraire qu'une entreprise emploie des hommes

elle emploie des hommes
qui sont dans la collectivité dans la communauté et ils travaillent à l'intérieur
et elle les rejette chaque soir dans cette communauté

supposez que ces que ces hommes ne ne trouvent pas
dans le travail

qu'ils font

le
un certain nombre
de choses qu'ils recherchent dans leur travail
autrement dit qu'ils ne peuvent pas s'exprimer dans leur travail

ces gens vont ressortir de cette usine

avec euh envie de tout casser ou envie de transformer la société de de de tout fiche en l'air
s'ils n'ont pas réussi à s'exprimer
sur le plan humain et social

et il y a
en France il n'y a aucun moyen si vous voulez de 

de mettre en cause la responsabilité d'un chef d'entreprise qui ne donne pas aux hommes qui travaillent dans l'entreprise
les moyens de s'exprimer sur le plan social et sur le plan humain
voilà pourquoi je dis que
il y a un partenaire économique et un partenaire social

le partenaire économique c'est l'homo economicus c'est celui qui
qui produit
des des des services des biens et des services et l'homme social c'est celui qui produit

des opinions

des jugements des opinions celui qui forme la trame de l'opinion
que le public aura de l'entreprise dans laquelle il travaille

et je crois que si cet homme social par rapport à le à l'homme économique

si cet homme social ne ne peut pas se s'exprimer dans le sens le plus vague s- du mot

dans l'entreprise précisément eh bien il euh
il apportera des

des m- comment dirais-je ?

des foyers de discussion ou même de révolution
à l'extérieur de l'entreprise

";euh on le droit d'acheter des actions ?
855;"
et d'avoir des des gens qui ont des points de vue différents
";enfin un syndicat ou des syndicats qui opèrent ici ?
856;"
tout le monde se plaint de payer trop d'impôts mais chacun essaye d'en payer le moins possible en tournant la loi 
par tous les moyens alors
q- quand vous êtes par tous les moyens légaux pensez-vous 
et puis quand vous en êtes vous ne savez jamais euh si vous êtes sur le bord d'une euh
d'une frontière ou de l'autre côté

alors euh comme il y a ce climat
qui euh
qui existe eh bien on n'est pas très disposé à ce que les gens aient accès à la source de l'information notamment

euh fiscale financière de l'entreprise

";une question euh légale peut-être est-ce qu'il y a besoin de changer la loi ?
857;"
est-ce que euh le niveau d'instruction des employés y est pour quelque chose aussi dans ces
";ce problème de communication ?
858;"
oui
je crois aussi que vous employez pendant les vacances des étudiants et des étudiantes

";c'est vrai ?
859;"
momentanée
hm hm
";c'est un peu de la distraction en même temps enfin euh vous savez ?
860;"
relations
ben
";intellectuelles et internationales ?
861;"
de choses nouvelles comme ça euh

";mais qu'est-ce que vous en pensez de tout ce bouleversement donc ?
862;"
de
"; ?
863;"
que l'économie l- ait eu à en payer les conséquences
mais euh la révolution de mai était parfaitement justifiée sur le plan
de l'université
";de quel point de vue en particulier ?
864;"
et euh dans beaucoup de domaines c'était la même chose

je sais qu'il n'y aura pas de sélection à l'entrée à l'université mais il faudrait qu'il y ait beaucoup d'orientation

parce que même si on veut être par exemple sociologue
il faut que l'on sache que si on on on est sociologue il y a une chance sur dix que l'on ait une place de sociologue
et que l'on fera la vaisselle après ou que l'on sera euh

chef du personnel ou n'importe quoi mais qu'on ne sera pas sociologue
";oui alors voilà un côté du problème et l'autre vous dites euh les méthodes ?
865;"
oui des méthodes les méthodes pédagogiques
";vous croyez meilleures que celles qu'on emploie jusqu'ici ?
866;"
bon euh enfin la dernière question que j'aimerais vous poser quant à moi

euh
c'est encore l'enseignement c'est le problème des effectifs

euh y a euh
orientation il y a méthode
mais il y a aussi euh le nombre de jeunes
qui veulent trouver une place dans l'université 
est-ce que vous croyez que ce qu'on dit
sur la sélection


";est nécessaire ?
867;"
ça me paraît très logique

je ne vois pas euh
exactement ce que vous entendez vous par sélection c'est ça
";pas trop d'étudiants ?
868;"
mais je voulais savoir ce que vous entendiez par euh

par ce mot

étant donné le manque de places

dans l'université

comment
faire qu'il y ait

assez de professeurs ou

pas trop d'étudiants ?
";n'est-ce pas ? à qui l'on demandait conseil dans les petits villages euh il était généralement secrétaire de mairie c'était un
869;"
combien de fois
oui
";de la part de parents d'élèves ? oh eh bien les les professeurs ou
870;"
hm hm

oui alors je vous remercie je crois que monsieur NPERS a encore euh
deux ou trois questions

";retardant l'expansion économique d'Orléans et s'il existe des freins de quels types ?
871;"
hm hm

oui alors je vous remercie je crois que monsieur NPERS a encore euh
deux ou trois questions

";est-ce qu'ils se situent au niveau des mentalités ou ?
872;"
OUI ce sont des questions qui s'adressent plus à vous alors personnellement que à vous en tant que

dirigeant de nos Nouvelles Galeries

j'aurais voulu vous demander
si à votre avis il y avait des
il existait des freins
retardant l'expansion économique d'Orléans et s'il existe des freins de quels types ?

est-ce qu'ils se situent au niveau des mentalités ou ?

";euh attendez aux mentalités ou quoi vous vouliez dire ?
873;"
non c'est des u- essentiellement une question de mentalités et
avant tout de mentalité de dirigeants

bon on
les municipalités sont ce que les membres

qui la composent sont

si vous faites une analyse des
ou si vous assistez à un conseil municipal dans la ville d'Orléans vous serez
extrêmement déçus par la qualité médiocre
des des des de gestionnaires
qu'ont la plupart de ces gens

le maire n'est donc pas suffisamment entouré d'une équipe

pouvant avoir des vues extrêmement précises que lui ne peut peut ne pas avoir parce qu'un maire
ça doit être avant tout à mon avis
un a- un administrateur et un animateur mais il faut-il encore qu'il soit entouré de
de gens personnellement je pense que

nous avons affaire et à un homme pour lequel j'ai
même une profonde affection sur le plan intellectuel mais qui ne

ne possède pas suffisamment de connaissances des affaires

sa formation de journaliste et d'intellectuel
le prédispose même s'il ne s'en rend pas compte à se méfier de tout ce qui touche à l'économie aux affaires et à l'argent

alors il est amené évidemment à
considérer l'expansion de la ville sous une forme très particulière

";et si oui de quel type ?
874;"
entreprises nouvelles

alors là vous me posez quelque chose euh chaque région a des particularités

pour tel ou tel type d'entreprise je ne connais pas très bien
je me suis jamais penché sur le problème de
de savoir quel type

je pense qu'il faudrait de toute façon des industries des industries moyennes

je veux dire des industries moyennes au point de vue effectif des gens ayant entre cent et trois cents

";ou euh ?
875;"
autre chose a- oui
puis il y a ici un le vrai problème de l'expansion c'est le problème des loisirs
";oui est-ce qu'on pourrait en parler un peu ?
876;"
il n'y a pas y a je ne sens pas une vie intellectuelle à Orléans 
je sens pas euh une envie de

d'aller voir les musées ou u- une

c'est une sorte de de

de suaire qui se dépose sur cette ville dès que huit heures et demie du soir est arrivé enfin y a
tout un tas de choses

";concernant le par exemple le travail les loisirs et cetera ?
877;"
alors là vous me posez
vous me posez toujours des questions extrêmement délicates quand vous parlez des Orléanais parce que je suis un cas un peu particulier
je suis né à Orléans et j'y ai pratiquement passé toute ma vie
jusqu'à présent

mais je suis peut-être celui qui connaît le moins bien les Orléanais parce que précisément

n'ayant pas trouvé au départ

par euh par hasard peut-être un certain nombre de contacts intéressants il se trouve que la
quasi totalité de mes amis et de mes relations se trouvent en dehors d'Orléans en France ou à l'étranger
autrement dit je vis beaucoup plus euh
en dehors de ma ville
qu'à l'intérieur de ma ville

j'ai trouvé le moyen de m'y
de récupérer un certain nombre de choses en en fondant la Jeune Chambre Economique à Orléans
ce que vous appelez la Junior Chamber of Commerce

et là j'ai pu y retrouver un certain nombre de gens de ma ville et avoir des contacts avec eux 
mais sans ça euh si vous voulez c'était

précisément parce que j'ai rencontré toujours beaucoup de difficultés beaucoup de
de murs à contourner de de forces à

à

auxquelles il faut résister qu'il faut repousser 
de gens à convaincre et des choses beaucoup t- beaucoup trop étouffantes et

je me suis échappé vers euh en dehors de ma ville et vers les
Paris et vers l'étranger parce que j'ai trouvé beaucoup plus de facilités
dans les gens que j'ai rencontrés peut-être

en dehors des affaires

";le concept de classe sociale enfin est encore pertinent ?
878;"
ah euh il n'est il n'est jamais pertinent mais il est certainement très réel

et mon problème personnel puisque

nous en arrivons à des questions qui ne concernent plus l'homme au travail si j'ose dire 
 mais l'homme lui-même

mon problème personnel

est que

que je le veuille ou non un certain nombre de gens me
mettent dans une certaine classe sociale qui est la bourgeoisie

et en fait je n'admets aucune
des échelles de valeurs
de la classe sociale dans laquelle je suis
par naissance
et je suis par mes fonctions et par mon métier

ce qui fait que j'ai une double difficulté

premièrement les gens

de ma classe sociale

ne m'admettent pas
parce que rien n'est plus dangereux que d'avoir quelqu'un des siens qui n'admet pas ses propres échelles de valeurs

et euh ça ne me euh

ça ne me gêne pas personnellement mais

euh ça me prive d'un certain nombre de contacts

avec ces gens-là
il est dangereux parce que il il

il a dit un certain nombre de choses qui ne correspondent pas à ce qui est
considéré comme axiome dans notre notre classe

d'autre part je ne suis quand même pas un ouvrier donc je n'ai pas de contacts

avec euh le le monde du travail à ce niveau

et je ne suis pas ce qu'on appelle un vrai intellectuel

non plus

donc je n'ai pas non plus de contacts
avec les intellectuels et avec le monde du travail

d'où précisément sur place

précisément les efforts que j'ai déployés pour
renouer en dehors de cette ville avec tous les gens ayant un
minimum
de conceptions semblables aux miennes en dehors de toute euh
mais à Orléans de façon définitive il y a des il y a des

des

des classes sociales ou des gens qui en sont tellement convaincus qu'elles existent quoi

";est-ce que vous pourriez les les les définir un peu ?
879;"
ah euh il n'est il n'est jamais pertinent mais il est certainement très réel

et mon problème personnel puisque

nous en arrivons à des questions qui ne concernent plus l'homme au travail si j'ose dire 
 mais l'homme lui-même

mon problème personnel

est que

que je le veuille ou non un certain nombre de gens me
mettent dans une certaine classe sociale qui est la bourgeoisie

et en fait je n'admets aucune
des échelles de valeurs
de la classe sociale dans laquelle je suis
par naissance
et je suis par mes fonctions et par mon métier

ce qui fait que j'ai une double difficulté

premièrement les gens

de ma classe sociale

ne m'admettent pas
parce que rien n'est plus dangereux que d'avoir quelqu'un des siens qui n'admet pas ses propres échelles de valeurs

et euh ça ne me euh

ça ne me gêne pas personnellement mais

euh ça me prive d'un certain nombre de contacts

avec ces gens-là
il est dangereux parce que il il

il a dit un certain nombre de choses qui ne correspondent pas à ce qui est
considéré comme axiome dans notre notre classe

d'autre part je ne suis quand même pas un ouvrier donc je n'ai pas de contacts

avec euh le le monde du travail à ce niveau

et je ne suis pas ce qu'on appelle un vrai intellectuel

non plus

donc je n'ai pas non plus de contacts
avec les intellectuels et avec le monde du travail

d'où précisément sur place

précisément les efforts que j'ai déployés pour
renouer en dehors de cette ville avec tous les gens ayant un
minimum
de conceptions semblables aux miennes en dehors de toute euh
mais à Orléans de façon définitive il y a des il y a des

des

des classes sociales ou des gens qui en sont tellement convaincus qu'elles existent quoi

";enfin combien de classes sociales voyez-vous par exemple dans la société orléanaise ?
880;"
euh vous savez euh i- je je crois pas qu'il qu'il y ait beaucoup d'autres classes sociales 
je suis pas non plus un spécialiste de ce problème des g- de
de classement des gens dans des tiroirs vous savez

euh y a y a y a la bourgeoisie et y a les autres à mon avis

moi je je le sens comme ça

";ou bien de l'autre côté ?
881;"
eh bien euh

essentiellement oh ça oh euh
j'ai jamais eu l'occasion de réfléchir à ce problème je je le ressens confusément mais de le définir clairement

un une euh les gens de la bourgeoisie ce sont des gens
euh qui ont

la conviction
euh d'appartenir par leur descendance

à

une catégorie dont la destinée est de commander de diriger les autres je crois essentiellement

non pas

par études

mais par essence

qui admettent euh qui tiennent euh comme euh acquis un certain nombre de

de valeurs je dirais même euh des valeurs mobilières entre guillemets

c'est-à-dire que la possession de l'argent peut être non pas une fin en soi mais euh quand même un des moyens d'établir une certaine euh

une cer- un certain contrôle des autres

la recherche de la la la la puissance euh financière doit être un
un moyen d'assurer le contrôle des autres
et on y est prédestiné parce que euh on appartient de père en fils à euh des gens qui sont faits pour diriger les autres

ça euh ça je crois que c'est l'essentiel si vous voulez

euh
tout ça ça peut se travestir dans des

dans des costumes divers suivant le tempérament des gens

et et ce qui est aussi important

c'est l'image qu'ils donnent d'eux
plus que la réalité de ce qu'ils sont 
ça c'est aussi un un u- une caté- je crois une image

";ils donnent cette image d'eux-mêmes enfin selon quel euh ?
882;"
ben euh
ce sont des gens qui ont
je sais bien que tous les hommes jouent des rôles mais
particulièrement dans dans cette euh

cette catégorie cette classe sociale je pense que les gens

passent toute leur vie à jouer un rôle

";et puis euh une bourgeoisie qui viendrait de l'extérieur ?
883;"
je crois que pour moi c'est tout

";vous comptez rester à Orléans vous-même ?
884;"
je voudrais vous poser une dernière question puisque
vous avez eu cette expérience si particulière étant orléanais
mais
axé sur l'extérieur
vous comptez rester à Orléans vous-même ?

";alors attendez vous me demandez pourquoi cette question ? si je compte rester à Orléans euh euh hm
885;"
alors attendez vous me demandez pourquoi cette question ? si je compte rester à Orléans euh euh hm

je ne suis

pas attaché

par mes entrailles à la ville d'Orléans
c'est c'est déjà une une u- une question je m'y intéresse beaucoup

mais je ne pense pas qu'Orléans est le nombril du monde pour moi si vous voulez si j'étais amené
pour des raisons de travail de

d'évolution à quitter cette ville je n'abandonnerais pas une partie de mon âme

je ne suis pas enraciné

dans dans cette région je suis beaucoup plus intéressé par euh des u- un
une dimension qui n'est pas celle de la cité si vous voulez

";de de la bourgeoisie telle que vous la ?
886;"
production
hm hm
";les les spécialistes des différentes entreprises vous voyez ?
887;"
sont-ils euh de même origine sociale que
";la bourgeoisie ?
888;"
de classe sociale
hm hm


";comment dirais-je ?
889;"
ils ne veulent pas assez s'intéresser à la marche des entreprises
";ah bon ?
890;"
oui même de même de leur côté

";ah oui pourquoi ?
891;"
tout ça ça ira demain demain je pars en vacances alors ça va
";qu'est-ce que je veux dire ?
892;"
d'enregistrements
mais qu'est-ce que vous
";recherchez exactement ?
893;"
d'enregistrements
mais qu'est-ce que vous
";à savoir quel est quel est le le français parlé dans le Val de Loire ?
894;"
faites re- retranscrire alors
";pour ça ?
895;"
au moins pour l'enseignement des langues euh vivantes
nous cherchons à moderniser à

rendre plus réel plus actuel

l'enseignement du français c'est-à-dire mettre surtout dans un contexte réel

ce que nous enseignons

la vie réelle les préoccupations réelles des Français et non pas des contes de fées
ou l'histoire dix-huitième dix-neuvième siècles
";oui ou l'Angleterre ce n'est pas Christmas Carol n'est-ce pas ? ou
896;"
des choses comme ça que j'ai travaillées pendant un an

 c'est ça c'est ça
";oui c'est ça oui où ça ?
897;"
d'entendre 
mais
parler du français réel

et vous vous n'étud-
";parlée par certains hommes politiques ?
898;"
nous a accordé un interview
ah
";sur la Tchécoslovaquie non ?
899;"
la dernière fois
nous avons fait la connaissance de monsieur Belleteste

";oui qui est très bien lequel François ou Xavier ?
900;"
ah oui Pierre Bellete- et euh le oui
oui
";comment il s'appelle ? ah oui je vois qui vous voulez dire il est très euh très bien
901;"
euh là nous espérons
vous avez rencontré
";s- le recteur Antoine non ?
902;"
euh là nous espérons
vous avez rencontré
";oui ?
903;"
oui
";mais qu'est-ce que vous voulez ? c'est normal
904;"
et je me je fais moi aussi à la suite de l'athlète les les mêmes mouvements que lui


";et puis quand il a terminé de parler je me dis qu'est-ce qu'il a voulu dire ?
905;"
vous pourriez peut-être euh

";comment dirais-je ? non pas les flatter mais les intéresser à vos projets en
906;"
mais vous vous êtes euh vous êtes
oui
";français ou ?
907;"
vous êtes sociologue mais français alors
oui oui


";et vous avez fait vos études où ?
908;"
oui je j'y avais suivi des cours pendant un an
";oui comment s'appelle le professeur ? lié- Liénard Hennart Hennart oui
909;"
très précieux mais euh
non mais comment et
";comment intégrez-vous ça à un ordinateur ?
910;"
comment intégrez-vous ça à un ordinateur ?

";qu'est-ce qu'on a réussi ?
911;"
hm hm
";qu'est-ce qu'on dit ? une corrélation non une correspondance un à un
912;"
eh bien
";combien de mètres ?
913;"
bon 
alors vous alliez je crois
commencer à m'expliquer
euh un peu votre euh
votre rôle et la chambre de des métiers
oui
";pourquoi cinq ?
914;"
bon 
alors vous alliez je crois
commencer à m'expliquer
euh un peu votre euh
votre rôle et la chambre de des métiers
oui
";pourquoi la limite est elle fixée à cinq ?
915;"
bon 
alors vous alliez je crois
commencer à m'expliquer
euh un peu votre euh
votre rôle et la chambre de des métiers
oui
";entre l'entreprise qui occupe cinq ouvriers et celle qui en occupe sept ?
916;"
bon 
alors vous alliez je crois
commencer à m'expliquer
euh un peu votre euh
votre rôle et la chambre de des métiers
oui
"; comment dirais-je ? euh
917;"
oui
un peu
";n'est-ce pas ? exercer un métier manuel
918;"
où vraiment
on travaille
comme chez l'artisan

";comment est ce qu'on appellerait le travail qu'ils font aux ateliers Mailfert ?
919;"
hm hm
";voyez-vous ?
920;"
hm hm
";voyez-vous ?
921;"
hm

";voyez-vous ?
922;"
vitrailliste
";est-ce que c'est aussi un artisanat ou ?
923;"
hm hm
";comment dirais-je ?
924;"
hm hm

";voyez-vous ?
925;"
oui

oui
";voyez-vous ?
926;"
hm hm

est-ce qu'un électricien un électricien qui fait des réparations
euh à titre individuel indépendant
serait aussi un un artisan selon la 
";définition ?
927;"
et alors ces métiers peuvent être exercés
soit d'une façon 
 artisanale
soit d'une façon
commerciale ou industrielle
suivant l'importance
de l'établissement
";vis-à-vis des artisans ?
928;"
hm hm

";voyez-vous ?
929;"
hm hm
hm hm
la chambre de métiers est donc financée par l'Etat ou par
";les artisans eux-mêmes ?
930;"
hm hm
";euh nous avons dix-huit cent élèves dans tout le département et cetera voyez-vous ?
931;"
hm hm
";n'est ce pas ?
932;"
euh que nos faisons bien souvent
en ces lieux et places
";de de formation ou est-ce que vous attendez qu'on vienne ici vous le demander ?
933;"
hm hm
";voyez-vous ?
934;"
hm hm
c'est
";n'est ce pas ?
935;"
hm hm

hm hm
";n'est ce pas ?
936;"
ah oui
oui oui
et pour les patrons pour les employeurs c'est obligatoire de d'envoyer
euh ces jeunes adolescents à l'école
";pendant un jour ?
937;"
f- faire
transitoire
";quelque chose de transitoire ?
938;"
oui oui
";n'est ce pas ?
939;"
car tous les enfants ne peuvent pas
faire des études jusqu'à vingt-cinq ans
";est-ce que le nombre d'artisans reste le même ou est-ce que le nombre est en augmentation ou en diminution ?
