;previous_sentence;question
281;"
que 
hm hm
";ou surtout à la fin de la journée ?
282;"




";anglais qui sont empruntés dans le français ou peut-être des mots qui n'existent ni dans l'une ni dans l'autre langue qu'est-ce que vous pensez ?
283;"




";est-ce que vous êtes pour ou contre ou indifférente ?
284;"
je vous dis ah mais si j'ai mes neveux et nièces comme 
 je quand elles étaient en pension bon
alors là je vivais vous comprenez bon mais maintenant elles sont plus là tiens ben tata on dit ça maintenant
bon c'est ceci
mais je vous cache pas
mais maintenant non je préfère euh

";ou des mots comme snack-bar ?
285;"
hm hm
ou des mots comme snack-bar ?

par exemple euh
";euh qu'est-ce que vous voulez dire à la place ?
286;"
je je
";et je crois que si j'étais pardon ?
287;"
hum
";d'un milieu à l'autre ?
288;"
oui
est-ce qu'elles sont
";importantes ou très importantes ou pas très importantes ces différences ?
289;"

on reste dans son genre
y a pas de oui s-
";est-ce que d'une façon générale vous diriez que les gens parlent de mieux en mieux ou de plus en plus mal ou que ça n'a pas changé ?
290;"
ça ça alors là



";dans quel sens ?
291;"
dans quel sens ?
";attendez qu'est-ce que j'ai encore remarqué ?
292;"
dans quel sens ?
";euh quels sont les souliers de ta mère ?
293;"
ben je trouve que maintenant il devrait faire attention à son parler

";oh qui est la personne parmi vos connaissances qui parle le mieux ?
294;"
ben je trouve que maintenant il devrait faire attention à son parler

";enfin si vous voulez dire la prép- la la profession de la personne ?
295;"
hm oui

oh qui est la personne parmi vos connaissances qui parle le mieux ?

enfin si vous voulez dire la prép- la la profession de la personne ?
";qui parle le mieux ?
296;"

oh vous savez

";si à votre avis y a une personne qui se singularise ?
297;"
hm
";vous comprenez ?
298;"
qui enfin c'est
oui
";il y a une organisation en France qui décide si un mot ou une expression appartient à la langue française ?
299;"
je sais pas je trouve

";ne vous paraît pas ég- une idée très réaliste ?
300;"
au contraire ça vient d'autre part et bien c'est bien euh 

";vous voyez pas de un moyen de de compenser ou de combattre cette tendance ?
301;"
les jeunes sont trop gâtés alors euh
c'est pas avec eux
que ce la société se refera

";dans ce cas-là avec qui ?
302;"
enfin avec le temps on verra
";ben alors qu'est-ce que ça fera ces jeunes-là quand les parents vont plus être là ?
303;"
hm hm
";et vous vous y croyez vous à ça ?
304;"
oui d'accord m'enfin

je vous dis mais qui est peut-être pas touj- pas très bonne parce que moi je vis dans mon milieu que j'ai été élevée hein

";pourquoi pas ?
305;"

alors lorsqu'y en a d'autres
qui sont rentrés comme on dit à 
 pour attendre le Prince Charmant
et maintenant non l'homme a maintenant euh veut

euh 
lui je sais pas encore son point de vue mais 
enfin si je le pense parce qu'il veut tout de suite que sa femme ait un métier
alors au cas est-ce que c'est pour la faire travailler moi je trouve ça ridicule
parce que

mais vous en avez d'autres qui comptent uniquement sur le salaire de la femme hein

que eux ils sont pas capables de se débrouiller
alors tout ça c'est 

";pour essayer d'o- de les obliger à s'exprimer en bon français ?
306;"

ah ça

ça c'est encore une autre affaire moi j'ai pas la télé alors je peux pas trop vous donner
";ou la radio ?
307;"
oui moi j'ai pas trop j-
";est-ce que vous trouvez qu'aujourd'hui euh l'orthographe est enseignée aussi bien ou moins bien ou comme avant ?
308;"
oui moi j'ai pas trop j-
";au temps que vous étiez à l'école ?
309;"
certains exceptionnels

";et vous euh quand vous étiez à l'école dans quelle matière est-ce que vous étiez la plus forte ?
310;"
je m'embrouillais ah oui
";est-ce que enfin est-ce que vous aviez des matières préférées ?
311;"
alors parce que moi d'ailleurs j'ai été tellement difficile à élever alors combien
de fois que le professeur disait donnez du fortifiant donnez ceci
à la petite et pourtant j'étais dieu sait si j'étais suivie

mais ça il y avait rien à faire

c'était question de santé certainement aussi si j'ai mal a-
";est-ce que vous avez d'habitude quelque chose pour vous sur vous dans votre sac pour pour écrire ?
312;"
alors parce que moi d'ailleurs j'ai été tellement difficile à élever alors combien
de fois que le professeur disait donnez du fortifiant donnez ceci
à la petite et pourtant j'étais dieu sait si j'étais suivie

mais ça il y avait rien à faire

c'était question de santé certainement aussi si j'ai mal a-
";enfin genre stylo ?
313;"
ah oui

";est-ce que vous avez besoin d'écrire pour votre travail ?
314;"
ah dites donc

";beaucoup de correspondance par exemple ?
315;"
parce que
hm oui
";vous comprenez ?
316;"
qu'on prend à la poste et puis

fallait faire sa réclamation à ce sujet

";euh est-ce que vous avez un stylo à encre ?
317;"

non plus
";ah vous aviez ?
318;"
oh oui j'en avais un mais alors y a 

je crois bien que je saurais plus du tout écrire avec
";est-ce que vous vous rappelez euh quand vous l'avez eu ou quand vous avez eu votre premier stylo à encre ?
319;"
ah oui si si j'ai eu un stylo à ma première communion
stylo à encre je pense bien c'était marqué oui oui

je m'en souviens

";et enfin quand est-ce que vous avez écrit pour euh la dernière fois que vous avez écrit ?
320;"
et enfin quand est-ce que vous avez écrit pour euh la dernière fois que vous avez écrit ?
";avec mon stylo ?
321;"
ah non
";aujourd'hui ?
322;"

ah ben oui aujourd'hui j'ai encore écrit


j'ai fait des existants des
j'en reviens
";oui enfin dans le cadre de votre travail ?
323;"
ah oui
dans mon travail oui
";est-ce que de préférence vous téléphoneriez ou vous vous déplaceriez ou vous écririez ?
324;"
c'est déjà ça
je peine moi je vous dirais

moi c'est un sacrifice de pas avoir le téléphone
";enfin s- côté euh côté correspondance est-ce que pour vous enfin à votre avis elle est important d'avoir une belle écriture ?
325;"

oui quand même c'est plus net
mais seulement moi j'aime pas écrire
voyez j'ai l'écriture assez qui est assez bonne mais j'aime pas écrire

oh oui pas mal je sais bien qu'il faut pas juger les gens mais vous savez

faut quand même avoir une écriture convenable
";et est-ce qu'il est important de d'avoir de l'orthographe ?
326;"

ben maintenant encore oui parce que ça fra- ça choque quand même d'avoir une personne qui sait pas
qui fait des fautes quand elle fait son chèque ou quoi que ce soit je trouve que ça ça choque quand même

mais par contre vous voyez les apprentis au magasin
qui sont nulles nulles

";est-ce que vous seriez favorable à une réforme de l'orthographe ?
327;"
c'est pas possible

";est-ce que vous en écrivez beaucoup euh en dehors de votre travail ?
328;"
dans ce cas-là

";qu'est-ce que vous marquez ? ah là là
329;"
bien bien
";est-ce que vous gardez les lettres que vous recevez ?
330;"
hm
";euh est-ce que vous faites un brouillon ?
331;"
à d'autres euh mes soeurs non mais y a de qu- certaines amies je fais un brouillon

quand je sais vraiment alors au-dessus de moi au niveau d'étude ou autre
";et s'il s'agit de lettres administratives ?
332;"

ça m'est arrivé quelquefois 
";et est-ce que quand vous avez fait une lettre vous vous relisez ?
333;"
ah oui
";et quand vous écrivez c'est avec euh votre stylo bille ?
334;"
hm

";et est-ce que vous avez des préférences du côté papier ?
335;"
hm

";quel genre de papier ?
336;"
toujours je crois
par esprit d'économie
alors peut-être que ça restera



";est-ce qu'il vous arrive d'utiliser du papier à carreaux ?
337;"

que là 
je ferai ça

";est-ce que quand vous étiez petite est-ce que vos parents faisaient attention à votre à la façon dont vous parliez ?
338;"
ah oui
";quel genre de choses ?
339;"

ben

ne parle pas comme ça ou 
euh

quand t'auras mieux parlé je te répondrai ou autre
";vous savez euh ?
340;"
alors bon bien on se reprenait
";est-ce est-ce qu'on prenait des sanctions ?
341;"
oh mon père était pareil
d'ail- et mon père très très bon en dessin enfin il était
ils étaient doués de l'un et l'autre heureusement d'ailleurs

";ça ça a dû être une famille très vivante ?
342;"

très très dur d'ailleurs je crois bien que je l'ai jamais vu rire de sa vie
je l'ai vu rire peut-être qu'une fois dans sa vie voyez-vous alors
";et est-ce que c'était est-ce que c'était pareil à l'école ? est-ce que vos professeurs vos instituteurs étaient sevères ?
343;"
c'était zéro

il obtenait rien de moi d'ailleurs il le savait
";et est-ce que à l'école on faisait attention à votre façon de vous exprimer ?
344;"
ah bon 
complètement
";n'est-ce pas ? 
345;"
oui
";est-ce que le quartier porte un nom ici ? 
346;"
très bien 
hum 
";dites-moi ça fait combien de temps que vous êtes à Orléans ? 
347;"
oui

";et vous vous plaisez à Orléans ? 
348;"
oui 
oui
";pouvez-vous me dire pourquoi ? 
349;"
s'est trouvé que 
";il y a des il y a euh tous tous des échelons ? vous 
350;"
 avez y a
ah
";y a des noms des noms spéciaux ? 
351;"
et
oui oui
";vous avez employé un autre mot plus t- plus t- plus tôt vous avez employé un autre mot vous n'avez pas dit apprentie d'abord vous avez employé un autre mot non ?
352;"
vous avez employé un autre mot plus t- plus t- plus tôt vous avez employé un autre mot vous n'avez pas dit apprentie d'abord vous avez employé un autre mot non ?
";je t'ai pas dit apprentie ? 
353;"

je t'ai pas dit apprentie ? 
";au départ non il me semble que vous aviez employé un autre mot non ? je me suis peut-être 
354;"
il existe le brevet moi je crois que le brevet 
du reste ce sera nécessaire parce que 

une jeune fille qui ne s'installe avec uniquement son CAP n'est pas assez formée 
";ah oui ? vous pourriez me dire pourquoi ? 
355;"
euh on a l'air de
dites-le-moi un petit peu parce que 
";c'est un peu l'a- l'avis de des gens hein ? 
356;"
autrement dit vous êtes à la fois le le grand couturier et puis la personne qui fait le 
";travail ? il se trouve en soi la publicité et tout ça
357;"
ah oui
oui vous 
";êtes en quelque sorte vous vous considéreriez comme une artiste ?
358;"
ah oui 

euh vous me disiez toutes hein à l'instant euh toutes les qualités enfin les 

";euh y a en p- aussi la comptabilité ? 
359;"
euh tout ce qu'il fallait savoir savoir faire 
euh qu'est-ce qu'il y a encore quel est le quelles sont les qualités que doit avoir la couturière en plus de 

euh savoir enfin recevoir les clients euh savoir choisir le le patron et cetera 

euh y a en p- aussi la comptabilité ? 
";il faut tenir de des comptes pour le contrôleur hein ?
360;"
très bien 
";oui oui ah bon ?
361;"
oui oui 
alors 
";euh est-ce que vous pourriez me euh essayer de me décrire euh une journée de travail euh enfin disons normale euh typique en tout cas ? 
362;"
oui monsieur oui oui oui 
";alors euh vous avez plus de travail qu'avant ? moins de 
363;"
à cause 
";de la confection et ? 
364;"
chez la couturière 
";des journaux de mode n'ont pas beaucoup d'influence alors non ? 
365;"
des journaux de mode n'ont pas beaucoup d'influence alors non ? 
";les journaux mode ? 
366;"
chez la couturière 
";les quel genre de clients est-ce vous avez ? euh les clientes 
367;"
oui
";pourriez un petit peu m'en parler ? enfin me donner un petit peu le genre de personnes que 
368;"
pourriez un petit peu m'en parler ? enfin me donner un petit peu le genre de personnes que 
";vous aviez ? 
369;"
ah non 
";non non c'est pas la peine ? 
370;"
oui
";euh pour moi c'est à quel sujet ? 
371;"
hm hm
";vous pourriez me me renseigner où ?
372;"
formidable 
vous étiez 
";vous étiez à la noce ? 
373;"
ça c'est vraiment de la couture c'est ce qui s'appelle vraiment 
de la couture oui
";qu'est-ce qui compte le plus pour vous dans la couture ? 
374;"
alors j'a- j'arrivais à habiller mes clientes avec de très jolies choses 
pour un prix raisonnable 
";est-ce qu'il y a quelque chose qui qui vous déplaît dans votre travail ? euh 
375;"
ou alors euh très 
";rarement hein ? 
376;"
oui

";beaucoup de femmes mariées travaillent aujourd'hui qu'est-ce qu'est-ce que vous en pensez ? qu'est-ce que vous pensez de la femme au travail ? 
377;"
que les enfants j'en avais un qui qui allait à l'école et l'autre était tout petit

euh puissent souper et aller se coucher jamais jamais euh mon mari serait là il vous le dirait 
ce n'est pas pour me donner des gants mais jamais personne a attendu après le manger ça 
";oui mais vous pensez quand même qu'il y a quelque chose de positif dans le fait que la femme puisse euh sortir travailler ou bien ?
378;"

euh 
comment vous dire euh je vais vous dire 

tributaire de son mari 
";vous croyez qu'elle a enfin qu'elle a l'esprit plus développé ? qu'elle euh 
379;"
oui ? 
vous pouvez en
";parler un petit peu de votre travail ? de enfin de syndicat parce que c'est 
380;"
des artisanes 
oui
";et quels sont les les problèmes enfin principaux que que vous discutez ? 
381;"

";autrement dit vous n'avez pas beaucoup de temps libre ?
382;"
et 
oui 
";oui que faisiez-vous de votre temps libre avant ? et maintenant ? est-ce que vous avez changé 
383;"

";c'est vous qui allez faire la robe de mariée ?
384;"
oui c'est ça oui 
";vous trouvez qu'il y a pas assez de bourses euh pour les gens qui qui le méritent ?
385;"
c'est épouvantable 
oui oui
";quelques heures de libres par jour qu'est-ce que vous qu'est-ce que vous feriez ? comment est-ce que vous les occuperiez ? 
